auxco_id,title,task,task_description,default_kldb_id,default_isco_id,kldb_title_short
5329,"Anlagentechniker/in- Sanitär-, Heizungs- und Klimatechnik","Planung und Konstruktion von Sanitär-, Heizungs- und Klimatechnik","z.B. den Materialbedarf ermitteln und Ausführungs- und Konstruktionszeichnungen anfertigen; Berechnungen in Bezug auf Druck- und Strömungsverhältnisse von Heizungs- oder Lüftungsrohren durchführen; Kostenvoranschläge erstellen; Montage- und Reparaturarbeiten der Haustechnik planen und für die fach- und termingerechte Ausführung sorgen; Anlagen der Sanitär-, Heizungs- und Klimatechnik abnehmen und in Betrieb nehmen; Dichtheitsprüfungen der Rohre durchführen; den Wartungszyklus der Heizungen oder Klimaanlagen, den Gas- und Ölwechsel oder die Häufigkeit von Reinigungstätigkeiten definieren; Neu- und Weiterentwicklungen erproben und in die Produktpalette aufnehmen; den Arbeitsschutz beim Betrieb der Anlagen überwachen",34213,3112,"Sanitär-, Heizungs- und Klimatechnik"
5330,Ingenieur/in – Klimasystemtechnik,"Planung, Koordination und Optimierung des Bau und Betriebs von Großanlagen in der Sanitär-, Heizungs- und Klimatechnik","z.B. komplexe Montage-, Steuerungs- oder Installationspläne von klima- oder wärmetechnischen Anlagen erstellen; Ergebnisse klimatechnischer Berechnungen, wie Wärme- und Wasserbedarfsberechnungen oder lüftungstechnische Anlagen analysieren; Installationsmethoden, Materialien und Qualitätsstandards festlegen und spezifizieren; Beratungs- und Planungsleistungen über Bau und Pflege erbringen; Kontrollstandards und Verfahren zur Sicherstellung der effizienten Funktion und Sicherheit erstellen",34214,2142,"Sanitär-, Heizungs- und Klimatechnik"
5331,Ofen- und Luftheizungsbauer/in,"Montage und Instandhaltung von Warmluftzentralheizungen, Elektrospeicherheizungen, Kachelöfen und anderen Luftheizanlagen","z.B. Kachelöfen, Backöfen und Kamine entwerfen und aufbauen; Schalt- und Steuereinrichtungen einbauen und Anschlüsse herstellen; Hilfs- und Werkstoffe, wie Kunststoffe, Metalle, keramische Bauteile, Schamotte und Mauersteine, bearbeiten; Kunden in den Gebrauch der Heinzanlagen einweisen",34222,7112,Ofen- und Luftheizungsbau
1783,Kälte-Klimatechniker/in,"Planung, Koordination und Optimierung der Montage und Instandhaltung von kältetechnischen Systemen","z.B. Kunden über Produkte der Kältetechnik wie Klimanlagen und Kühlhäuser informieren; kälte- und raumlufttechnische Anlagen entwerfen und die Kosten kalkulieren; Montagearbeiten koordinieren; Anlagen in Betrieb nehmen, überprüfen und das Bedienpersonal einweisen; Ergebnisse klimatechnischer Berechnungen analysieren; Forschungsaufträge bzw. -projekte zur Kältetechnik durchführen",34233,3115,Kältetechnik
5294,Kälteanlagenbauer/in,"Montage und Instandhaltung von Kühlräumen, Klimaanlagen und anderen kältetechnischen Systemen","z.B. Bauteile und Anlagen der Kältetechnik fertigen; Anlagen zusammenbauen und montieren; Komponenten durch Verschweißen, Löten, Flanschen oder Verschrauben verbinden; elektronische Steuer-, Regel- und Überwachungseinrichtungen einstellen; fertige Anlagen auf ihre Funktion und Dichtheit überprüfen; bestehende Anlagen warten und Reparaturen durchführen; Filter und elektronische Komponenten auswechseln; Kältemittel sachgerecht handhaben; Altstoffe nach Vorschrift entsorgen; den unfallsicheren, wirtschaftlichen und umweltfreundlichen Betrieb von Kühlhäusern gewährleisten",34232,7127,Kältetechnik
1784,Fernwärmetechniker/in,"Planung, Betrieb und Überwachung von Anlagen zur Fernwärmeversorgung",z.B. Berechnungen zur Dimensionierung fernwärmetechnischer Anlagen durchführen; Betrieb von fernwärmetechnischen Anlagen planen und überwachen,34302,7126,Ver- und Entsorgung
1856,Gasversorgungstechniker/in,"Planung, Betrieb und Überwachung von Anlagen zur Versorgung von Gebäuden mit Erdgas",z.B. Berechnungen zur Dimensionierung erdgastechnischer Anlagen durchführen; Betrieb von erdgastechnischen Anlagen planen und überwachen,34302,7126,Ver- und Entsorgung
5332,Straßenreiniger/in,Durchführung von Kehr- und Reinigungsarbeiten auf Straßen und in Fußgängerbereichen,"z.B. Straßen mithilfe von Kehrmaschinen, Besen oder Schaufeln reinigen; im Winterdienst Straßen und Fußgängerbereiche von Schnee befreien und auf vereisten Stellen Granulat verstreuen; Abfallbehälter leeren; Müll und Kehrgut fachgerecht entsorgen; Abfälle und wieder verwertbare Materialien sammeln und in Behälter einsortieren",34301,9613,Ver- und Entsorgung
5333,Müllmann/Müllfrau,Sammlung von Abfällen zum Abtransport auf dem Mülllastwagen,z.B. Abfälle und wieder verwertbare Materialien sammeln und in Behälter einsortieren sowie auf Lastkraftwagen zur Sammlung von Abfällen und Wertstoffen laden; auf oder in Lastkraftwagen zur Sammlung von Abfällen oder Wertstoffen mitfahren; Abfälle durchsuchen und Gegenstände zur Wiederverwertung auf Deponien oder öffentlichen Plätzen sammeln; Heben von Abfallbehältnissen und Entleeren ihres Inhaltes in Lastkraftwagen und größere Behältnisse,34301,9611,Ver- und Entsorgung
1785,Wasserwerksingenieur/in,"Planung, Betrieb und Überwachung von Anlagen zur Wassergewinnung und Wasseraufbereitung","z.B. Berechnungen zur Dimensionierung wasserversorgungs- und abwassertechnischer Anlagen durchführen; Betrieb von wasserversorgungs- und abwassertechnischen Anlagen planen und überwachen; Durchfluss, Behandlung und Entsorgung von Abwasser und Abfallstoffen mithilfe von Steuerungssystemen regulieren; neue Pumpsysteme testen und einführen; Wasser- und Abwasserproben sammeln und auf Chemikalien und Bakterien prüfen",34314,2143,Wasserversorgungs- und Abwassertechnik
5337,Ver- und Entsorger/in - Wasserversorgung,Bedienung und Überwachung von Anlagen und Rohrleitungssystemen zum Transport und zur Aufbereitung von Wasser und Abwasser,"z.B. Rohwasser aus Grundwasser, Flüssen und Seen gewinnen; Wasser hygienisch durch Filtration oder Bestrahlung mit UV-Licht aufbereiten; Wasserproben nehmen, überprüfen und so die Wasserqualität sicherstellen; Wasser in Hochdruckbehältern speichern und an das Leitungsnetz abgeben; Maschinen und Anlagen, die Abwässer zusammenfassen und aufbereiten, bedienen und überwachen; in Kläranlagen bei der Aufbereitung von Abwässern mitarbeiten; Rohre und Kanäle überwachen; elektrische Anlagen, wie Pumpen und Filteranlagen, und Messgeräte überwachen",34312,3132,Wasserversorgungs- und Abwassertechnik
1786,Rohrnetzingenieur/in,"Planung, Koordination und Optimierung des Baus von Rohrleitungssystemen zum Transport von Wasser, Gas, Öl oder Fernwärme","z.B. Berechnungen in Bezug auf Druck- und Strömungsverhältnisse oder Pumpenleistungen durchführen; Rohrnetze nach Verlegung und Anschluss überprüfen, abnehmen und in Betrieb nehmen; Rohrgräben und Netzteile, wie Abzweigungen, Absperr- und Druckreduzierungsanlagen, konzipieren; Kontrollsysteme festlegen zur Sicherstellung eines störungsfreien Transports von Wasser, Gas, Öl oder Fernwärme; Richtlinien und Standards für die Verlegung von Rohrleitungssystemen entwerfen und durchsetzen; Neu- und Weiterentwicklungen im Rohrleitungsbau erproben und in die Produktpalette aufnehmen",34324,2142,Rohrleitungsbau
5295,Rohrleitungsbauer/in,"Fertigung und Montage von versorgungstechnischen Rohrleitungssystemen zum Transport von Wasser, Gas, Öl oder Fernwärme","z.B. Rohrstücke laut Plänen erstellen; Abzweigungen, Absperr- und Druckreduzierungsanlagen aus Metall oder Kunststoff anfertigen; Hausanschlüsse an das Gas- oder Wassernetz herstellen; Armaturen, Schieber, Hydranten und Messgeräte einbauen und anschließen; Rohrnetze auf Leckstellen überwachen; Dichtheit der Rohre überprüfen; Rohrsanierungs-, Wartungs- und Reparaturarbeiten durchführen",34322,7126,Rohrleitungsbau
1758,Ingenieur/in - Abfallwirtschaft,"Forschung und Entwicklung von Anlagen, Geräten und Maschinen für die Abfallbehandlung und -entsorgung sowie für das Recycling","z.B. Anlagen und Verfahren zur Abfallentsorgung und -verwertung projektieren, planen und entwickeln; Berechnungen zur Dimensionierung durchführen; technische Abwicklung von Genehmigungsverfahren für Anlagen der Abfallwirtschaft durchführen; spezielle Verwertungslösungen entwickeln, z.B. um schwer recycelbare Stoffe und Produkte zu verwerten",34334,2143,Abfallwirtschaft
1787,Organsiator/in - Abfallwirtschaft,"Planung, Koordination und Überwachung von Prozessen der Abfallbehandlung, der Abfallentsorgung und des Abfallrecyclings","z.B. Container zur Mülltrennung aufstellen und für eine regelmäßige Entleerung sorgen; Abfälle in Abfallwirtschaftsbetrieben oder Wertstoffhöfen entgegennehmen, untersuchen und feststellen, was wiederverwertet werden kann; Sondermüll unter Beachtung der Umweltschutzvorschriften auf speziellen Deponien oder Verbrennungsanlagen entsorgen; den Einsatz von Müllfahrzeugen planen; Abfälle analysieren, klassifizieren und über Behandlungsverfahren entscheiden; den Betrieb von Müllverbrennungsanlagen überwachen und anpassen; über Abfallvermeidung, -minderung und -behandlung beraten; Umweltdaten zu Schadstoffebelastungen oder Emissionen messen, erfassen und analysieren; technische Abwicklung von Genehmigungsverfahren für Anlagen der Abfallwirtschaft durchführen; Verfahrensabläufe zur Abfallvermeidung bzw. -verringerung entwickeln, optimieren und beurteilen; spezielle Verwertungslösungen entwickeln; Böden sanieren und den Grundwasserschutz auf Deponien oder in Abfallverwertungsanlagen sicherstellen",34333,3132,Abfallwirtschaft
5345,Anlagenmechaniker/in,Fertigung und Montage von Metallbauteilen für den Behälter- und Apparatebau,"z.B. auf Grundlage technischer Dokumente im Anlagen-, Behälter- und Apparatebau, z.B. Fertigungs-, Schweiß- und Montagepläne, Maße übernehmen und anzeichnen; unterschiedliche Metallbearbeitungs und - verbindungstechniken anwenden; Metallbearbeitungsmaschinen bedienen; Bleche, Profile und Rohre mit Techniken wie Biegen, Aufweiten, Drücken und Bördeln in die gewünschte Form bringen; Bauteile zu transportablen Baugruppen vormontieren und Transport veranlassen; Bauteile und Baugruppen vor Ort zu technischen Systemen der Anlagen- und Versorgungstechnik zusammenbauen; Schweißnähte prüfen und Anlagen unter hohem Druck auf Dichtheit prüfen; Armaturen, Mess- und Steueranlagen einbauen; Apparate regelmäßig warten und instand halten; Austauschteile herstellen und einpassen",34342,7213,"Anlagen-, Behälter- und Apparatebau"
5346,Anlagenbautechniker/in,"Planung, Koordination und Optimierung von Konstruktions- und Betriebsprozessen im Behälter- und Apparatebau","z.B. Anlagen, Behälter und Apparate für die Ver- und Entsorgung berechnen, planen und konstruieren; Skizzen sowie Entwurfs- und Konstruktionszeichnungen anfertigen; neue Baukonstruktionen in der Herstellung von Anlagen, Behältern und Apparaten entwickeln und bestehende Konstruktionen optimieren; Schwachstellenanalysen durchführen; Montage und Inbetriebnahme von Anlagen und Behältern vor Ort organisieren und überwachen; Qualitätskontrollen durchführen; Qualitätssicherungsmaßnahmen umsetzen",34343,3115,"Anlagen-, Behälter- und Apparatebau"
5355,Leiter/in - Anlagenbau,Führungsaufgaben mit Personalverantwortung im Behälter- und Apparatebau,"z.B. den Bau von Anlagen, Behältern und Apparaten überwachen; mit Auftraggebern und Kunden, Lieferanten, Verbänden und Kreditinstituten verhandeln und zusammenarbeiten; Arbeitsabläufe inhaltlich und terminlich planen und steuern; Mitarbeiter fachlich unterstützen und bei deren Weiterbildung mitwirken",34393,3122,Ver- und Entsorgung (Führungskraft)
5356,Leiter/in - Leitungsbau,"Führungsaufgaben mit Personalverantwortung im Bau von Leitungen für Wasser, Gas, Öl oder Fernwärme","z.B. den Bau von Anlagen und Systemen leiten und überwachen; den Bau von Druckrohrleitungen, Abwasserkanäle, Kabelleitungen oder Fernwärmeleitungen koordinieren; die Einhaltung von Vorschriften sicherstellen; Mitarbeiter fachlich unterstützen und bei deren Weiterbildung mitwirken",34393,3123,Ver- und Entsorgung (Führungskraft)
5357,Leiter/in - Wasserversorgung und -entsorgung,Führungsaufgaben mit Personalverantwortung in der Wasserversorgungs- und Abwassertechnik,z.B. Wassernetze und -anlagen überwachen; über Wartungs- und Reparaturmaßnahmen entscheiden; Betriebsprotokolle mit Daten zu Schmutzmengen und Analysewerten der verschiedenen Reinigungsstufen führen; Qualitäts- und Sicherheitsanforderungen überprüfen und ihre Umsetzung durchsetzen; Schulungen und Weiterbildungen für Mitarbeiter organisieren,34393,3132,Ver- und Entsorgung (Führungskraft)
5358,Leiter/in - Abfallentsorgung und Städtereinigung,Führungsaufgaben mit Personalverantwortung in der Abfallwirtschaft oder  Städtereinigung,z.B. Maßnahmen zur Abfallentsorgung leiten und koordinieren; umweltschonende Beseitigung und Verwertung von Abfällen organisieren; Mitarbeiter einteilen und fachlich anleiten; Schulungen und Weiterbildungen für Mitarbeiter organisieren,34393,3119,Ver- und Entsorgung (Führungskraft)
1788,Mathematiker/in,"Entwicklung von mathematischen Formeln, Theorien und Methoden in Wissenschaft und Forschung","z.B. Fragestellungen der reinen Mathematik, z.B. der Algebra oder Geometrie, bearbeiten; mathematische Entscheidungsgrundlagen für Unternehmen entwickeln; mathematische Modelle und Simulationen für technische Anwendungen erstellen; Theorien und Techniken weiterentwickeln; Fachtexte publizieren; forschen",41104,2120,Mathematik
4202,Statistiker/in,"Entwicklung und Anwendung von statistischen Formeln, Theorien und Methoden zur Lösung von Problemen",z.B. statistische Verfahren (weiter-)entwickeln und anwenden; Prognosen und Bewertung von Risiken erstellen; Software zur Darstellung und Analyse empirischer Daten einsetzen; Fachpublikationen zu statistischen Methoden erstellen,41114,2120,Statistik
4203,Biomathematiker/in,Erstellung mathematischer Modelle für biologische Fragestellungen in Wissenschaft und Industrie,"z.B. naturwissenschaftliche Experimente durch rechnerische Methoden ersetzen; Auftrittswahrscheinlichkeit biomedizinischer Entwicklungen, z.B. der Ausbreitung von Epidemien, berechnen",41184,2120,Mathematik
4204,Computer-/ Technomathematiker/in,"Erstellung mathematischer Modelle für Fragestellungen im Bereich der Mechanik, Ingenieurswissenschaften oder Computertechnologie","z.B. technische Problemstellungen in eine mathematische Sprache übersetzen; komplexe Zusammenhänge in Systemen, wie z.B. Computernetzwerken, untersuchen; Simulationen am Computer für komplexe Vorgänge entwickeln",41184,2120,Mathematik
4205,Wirtschaftsmathematiker/in / Aktuar/in,Erstellung mathematischer Modelle für ökonomische Fragestellungen in Wissenschaft und Industrie,z.B. Kursschwankungen an der Börse kalkulieren; Modelle zur Entwicklung von Supply Chains erstellen; Chancen und Risiken im Versicherungswesen und in der Finanzplanung abschätzen; finanzielle Unsicherheiten kalkulieren und bewerten,41184,2120,Mathematik
4206,Mathe- und Statistik Abteilungsleiter/in,Führungsaufgaben mit Personalverantwortung in einer Mathematik- oder Statistikabteilung,"z.B. bereitgestellte Dienstleistungen, wie z.B, Statistik- und Methodenberichte, evaluieren und ihre Aktualität gewährleisten; Arbeitsabläufe im Unternehmen planen und überwachen; Budgetplanung vornehmen; Schulung und Leistung der Mitarbeiter überwachen",41194,1349,Mathematik und Statistik (Führungskraft)
4001,Biologisch-Technische/r Assistent/in,Durchführung von biologischen Laborversuchen zu Forschungszwecken oder in Produktionsbetrieben,z.B. Versuche mit Tieren Pflanzen und Mikroorganismen durchführen; diverse Messverfahren durchführen; Gewebeproben testen; Versuchsprotokolle führen,41212,3141,Biologisch-technisches Laboratorium
4002,Biotechniker/in,"Planung, Koordination und Entwicklung von biotechnologischen Anlagen und Verfahren sowie Beratung von Kunden","z.B. entwickelte Verfahren auf einen großtechnischen Maßstab übertragen; Konzeption, Montage und Inbetriebnahme von biotechnischen Anlagen; fachspezifische Kundenberatung; Ergebnisse von Experimenten auswerten",41213,3141,Biologisch-technisches Laboratorium
4003,Fachkraft für medizinisch-biologische Präparation,Präparierung von menschlichem und tierischen Gewebe zu Übungszwecken sowie Unterstützung von Pathologen oder Rechtsmedizinern,z.B. biologisches Material katalogisieren und konservieren; Präparate zu medizinischen Übungszwecken herstellen; pathologische Gewebeproben entnehmen; chirurgische Instrumente für die Pathologie und Rechtsmedizin desinfizieren; Unterstützung von Fachärzten/-ärztinnen bei Leichenöffnungen,41222,3212,Biologische Präparation
4999,Fachkraft für Präparation in naturkundlichen Museen,Präparierung von pflanzlichem oder tierischem Gewebe sowie von Fossilien für Museumsausstellungen,z.B. Präparate zu Ausstellungszwecken für naturkundliche Museen herstellen; Exponate katalogisieren; Tier- und Pflanzenmaterial objektspezifisch konservieren und aufarbeiten,41222,3433,Biologische Präparation
4004,"Biologe/Biologin, Fachgebiet Ökologie",Erforschung von Wechselbeziehungen zwischen biologischen Systemen,"z.B. Wechselwirkungen zwischen Menschen, Tieren, Pflanzen und Mikroorganismen erforschen und beschreiben; Lebensräume kartieren; Methoden zur Untersuchung der biologischen Vielfalt entwickeln; ökologische Gutachten erstellen; Experimente durchführen und auswerten; Fachtexte publizieren",41234,2131,Biologie (Ökologie)
4005,"Biologe/Biologin, Fachgebiet Botanik","Erforschung von Struktur, Zellen und Stoffwechselprozessen von Pflanzen",z.B. Pflanzenarten und ihre Verbreitung untersuchen und klassifizieren; pflanzliche Zellen und Gewebe analysieren; Experimente mit Pflanzen durchführen und auswerten; botanische Sammlungen pflegen; Fachtexte publizieren,41244,2131,Biologie (Botanik)
4006,"Biologe/Biologin, Fachgebiet Zoologie","Erforschung von Verhaltensweisen, Stoffwechselprozessen und Interaktion von Tieren",z.B. Tierarten und ihre Verbreitung untersuchen und klassifizieren; Zellen und Gewebe von Tieren analysieren; Verhalten von Tiergruppen beobachten; Zuchtprogramme für den Artenschutz entwickeln; beratende Tätigkeit zu Artenschutzfragestellungen,41254,2131,Biologie (Zoologie)
4007,Mikrobiologe/-biologin,"Erforschung der Struktur, der Genetik und des Stoffwechsels von Mikroorganismen","z.B. Mikroorganismen kultivieren und klassifizieren; Bakterien, Pilze und Algen untersuchen; Proben für die Bereiche Biotechnik, Medizin und Pharmazie analysieren",41264,2131,Biologie (Mikrobiologie)
4008,Humanbiologe/-biologin,"Erforschung von Strukturen, Funktionen, Krankheiten und Prozessen  des menschlichen Organismus","z.B. Stoffwechselprozesse, Zellen, Organe und Gewebe des Menschen im gesunden und kranken Zustand analysieren; Experimente an Versuchstieren durchführen; genetische Diagnostik durchführen; Entwicklung von Medikamenten und Impfstoffen unterstützen",41274,2131,Biologie (Humanbiologie)
4210,Molekularbiologe/-biologin,"Erforschung von Lebewesen, Stoffwechselvorgängen und deren Funktionsstörungen (Krankheiten) auf molekularer Ebene",z.B. mikrobiologische Herstellungsverfahren für Wirkstoffe und pharmazeutische Produkte erarbeiten bzw. verbessern; mikrobiologische Versuche überwachen und wissenschaftlich begleiten; Zellstoffwechselvorgänge untersuchen; Struktur und Biosynthese von Nukleinsäuren erforschen,41284,2131,Biologie
4212,Genetiker/in,Erforschung von Genen und DNA,z.B. genetisch bedingte Erkrankungen des Menschen untersuchen und diagnostizieren; den Aufbau und die Funktion von Genen sowie die Weitergabe von Erbinformationen erforschen; DNA-Strukturen analysieren,41284,2131,Biologie
4213,Biochemiker/in,Erforschung biochemischer Prozesse,"z.B. Lebenserscheinungen von Organismen, wie Stoffwechsel, Vererbung, Zellteilung und Funktionsstörungen, mit chemischen Methoden erforschen; medizinisch verwendbare Stoffe finden und weiterentwickeln um Medikamente zu optimieren; verfahrenstechnische Abläufe in der Azneimittelproduktion und -anwendung verbessern; an Zulassungsverfahren neuer Arzneimittel mitwirken; Ärzte und Forschungseinrichtungen über neue Medikamente informieren und beraten; Lehrveranstaltungen durchführen und Vorträge im Bereich Biochemie halten; Forschungsprojekte entwickeln, planen und ausführen",41284,2113,Biologie
4214,Bioniker/in,"Übertragung von Mechanismen, Funktionen, Prozessen und Strukturen aus der Natur auf technische Anwendungen","z.B. besondere Stärken von Tieren hinsichtlich Körperbau und Bewegung analysieren und auf künstliche Produkte übertragen; Materialien, Mobilitätsmechanismen und Bauwesien nach Vorbildern aus der Tier- und Pflanzenwelt entwickeln",41284,2149,Biologie
1789,Biologisch-Technische/r Laborleiter/in,Führungsaufgaben mit Personalverantwortung in einem biologischen Labor,"z.B. Versuchsplanung, -durchführung und -auswertung leiten; ; kaufmännische Aufgaben wahrnehmen, z.B. Kosten kalkulieren, Budget verantworten; die Einhaltung von Sicherheits- und Hygienevorschriften überwachen; Betriebsmittel- und Personaleinsatz planen; Schulungen und Weiterbildungen für Mitarbeiter organisieren",41293,3141,Biologie (Führungskraft)
1790,Chemiker/in,"Entwicklung neuer chemischer Analysemethoden und -technologien sowie Erforschung von Ausgangsstoffen, chemischen Erzeugnissen und Herstellungsverfahren","z.B. chemische Grundlagenkenntnisse anwenden; Experimente durchführen; Stoffe und Synthesewege, z.B. für Arzneimittel und Chemiefasern entwickeln; Forschungsergebnisse aus Laborversuchen auf den Betriebsmaßstab übertragen; Einsatzmöglichkeiten neuer Verfahren, wie z.B. der Nanotechnologie, in der Chemie erforschen; Gutachten und Stellungnahmen zu chemischen Fragestellungen erarbeiten; Fachtexte publizieren; Aufgaben in Wissenschaft und Forschung übernehmen",41303,2113,Chemie (ohne Spezialisierung)
1791,Chemikant/in / Pharmakant/in,Steuerung und Überwachung von Prozessen in der chemischen oder pharmazeutischen Produktion,z.B. Anlagen bedienen und warten; nach Rezeptur Mischungen für chemische Produkte herstellen; Arzneimittel in diversen Darreichungsformen herstellen; Qualitätskontrollen von Rohstoffen und Endprodukten durchführen; chemische Labortests durchführen; Rohstoff- und Betriebsmitteleinsatz planen; technische Berechungen durchführen; Optimierungspotenzial von Produktionsabläufen erarbeiten; Sicherheitsprüfungen von Anlagen durchführen,41312,8131,Chemie-und Pharmatechnik
4009,Hilfskraft in der Chemieindustrie,Ausführung von Hilfsarbeiten in der chemischen Forschung oder chemischen Produktion,z.B. Fachkräfte beim Bedienen chemischer Produktionsanlagen unterstützen; Reinigung von Maschinen und Werkzeugen; nach Vorgabe Proben ziehen; Substanzen abwiegen; Rohstoffe sortieren,41311,9329,Chemie-und Pharmatechnik
4012,Ingenieur/in - Chemietechnik,"Planung, Koordination und Optimierung von chemischen Verfahren in betriebs- oder labortechnischen Anlagen",z.B. neue messtechnische oder produktionstechnische Verfahren entwickeln; Maschinen für die Chemie- und Pharmaproduktion konzipieren und weiterentwickeln; Kontrollstandards für Sicherheit und Effizienz von Produktionsabläufen festlegen; Kunden anwendungstechnisch beraten,41314,2145,Chemie-und Pharmatechnik
4013,Chemisch-Technische/r Assistent/in,Durchführung von chemischen Untersuchungen und Überprüfung von Proben in einem Chemielabor,z.B. nach Anweisung Versuche vorbereiten und Versuchsabläufe überwachen; Laborgeräte bedienen und pflegen; Stoffgemische herstellen und trennen; Versuchsprotokolle führen; Stichproben der Textil- oder Kosmetikindustrie untersuchen,41322,3111,Chemisch-technisches Laboratorium
4014,Chemische/r Laboratorium-Spezialist/in,Erforschung und Entwicklung von chemischen Produkten und Verfahren für die industrielle Produktion,z.B. neue chemische Produkte untersuchen und entwickeln; Versuchsabläufe überwachen; Umsetzung von im Labor entwickelten Verfahren in großtechnische Produktionsprozesse unterstützen; Laborstudien durchführen; Forschungsergebnisse auswerten,41323,3111,Chemisch-technisches Laboratorium
4015,Steuer(er/in) - chemische Verfahrensanlagen,Steuerung und Überwachung chemischer Verfahrensanlagen,z.B. elektronische Schaltanlagen bedienen und überwachen; Produktionsprozesse kontrollieren; Fehlerbehebung steuern; Wartungsarbeiten an Maschinen anordnen; Routinebetriebstests durchführen,41333,3133,Steuerer/Steuerinnen von chemischen Verfahrensanlagen
4016,Steuer(er/in) - Erdöl- und Erdgasraffinationsanlagen,Steuerung und Überwachung von Erdöl- und Erdgasraffinationsanlagen,z.B. elektronische Schaltanlagen bedienen und überwachen; Zufuhr von Rohmaterialien kontrollieren; Fehlerbehebung steuern; Ausrüstung auf Fehler überprüfen; Bodenproben analysieren; Wartungsarbeiten anordnen,41343,3134,Steuerer/Steuerinnen von Erdöl- und Erdgasraffinationsanlagen
4219,Chemiker/in mit spezifischem Fachgebiet,Erforschung eines spezifischen Teilbereichs der Chemie,"z.B. Stoffinhalte und -eigenschaften durch chemische Analysemethoden nachweisen; die Eigenschaften komplexer chemischer, biochemischer und mikrobiologischer Systeme untersuchen; neue chemische Materialien entwickeln",41384,2113,Chemie
1792,Laborleiter/in in der Chemie,Führungsaufgaben mit Personalverantwortung in einem chemischen Labor,"z.B. korrekte Mischungsverhältnisse und -abläufe bei chemische und pharmazeutischen Produkten überwachen; Versuchsplanung, -durchführung und -auswertung leiten",41394,1349,Chemie (Führungskraft)
1800,Produktionsleiter/in in der Chemie,Führungsaufgaben mit Personalverantwortung in einem chemischen Produktionsbetrieb,"z.B. Arbeitsabläufe und Einhaltung von Terminen überwachen; Feinabstimmungen komplexer Fertigungsanlagen vornehmen; Einhaltung der Sicherheits-, Qualitäts- und Umweltschutzvorschriften überwachen; Kosten kalkulieren; Investitionen planen; Personaleinsatz und Einsatz von Betriebsmitteln steuern; Mitarbeiter führen und anleiten",41393,3122,Chemie (Führungskraft)
1793,Physiker/in,Erforschung der unbelebten Natur sowie Formulierung physikalischer Gesetzmäßigkeiten in mathematischen Formeln und Modellen,"z.B. physikalische Grundlagenkenntnisse anwenden; physikalische Größen, z.B. Temperatur, Dichte oder Druck, messen und berechnen; bei der Weiterentwicklung von Mess- und Fertigungsverfahren, z.B. in der Lasertechnik, mitarbeiten; physikalische Experimente und Simulationen durchführen; Gesetzmäßigkeiten der unbelebten Natur erkennen und in mathematische Formeln/Modelle fassen; innovative Technologien, z.B. im Bereich der Nanostrukturtechnik, entwickeln; Forschungsprojekte durchführen und Fachtexte publizieren",41404,2111,Physik (ohne Spezialisierung)
4017,Physikalisch-Technische/r Assistent/in,Aufbau von physikalisch-technischen Versuchsanlagen und Durchführung von Laborversuchen,"z.B. Proben entnehmen; Geräte und Versuchsaufbauten pflegen und instand halten; Eigenschaften wie Lichtintensität, elektrische Feldstärken, Kräfte und Temperaturen messen und berechnen",41412,3111,Physikalisch-technisches Laboratorium
4018,Physik-Techniker/in,Bearbeitung technischer Aufgaben und Fragestellungen zur Unterstützung von Physikingenieuren,z.B. physikalisch-technische Geräte einrichten und warten; Materialien und Ausrüstung für Experimente zusammenstellen; Mengen- und Kostenschätzungen erstellen; Labortests durchführen; Experimente überwachen,41413,3111,Physikalisch-technisches Laboratorium
4019,Physik-Ingenieur/in,Entwicklung und Optimierung technischer Anwendungen auf Basis physikalischer Forschungsergebnisse,"z.B. physikalisch-technische Geräte, wie beispielsweise Laser, konstruieren und testen; neue Mess- und Fertigungsverfahren entwickeln; physikalisch-technische Versuchsreihen auswerten; Beratungen zum Einsatz der entwickelten physikalischen Produkte durchführen",41414,2149,Physikalisch-technisches Laboratorium
1794,Werkstoffprüfer/in,Prüfung von Werkstoffen mit physikalischen und chemischen Verfahren,"z.B. zerstörende und zerstörungsfreie metallografische, röntgenologische, Ultraschall- und andere Prüfungen durchführen; Werkstoffeigenschaften wie Elastizität oder Härte bestimmen; Analysegeräte bedienen; technische Anlagen überwachen und warten; Untersuchungsergebnisse aufzeichnen und für Werkstoffingenieure aufbereiten; chemische Prüfverfahren durchführen; Messergebnisse auswerten und aufbereiten",41422,3111,Werkstofftechnik
4022,Werkstofftechnik-Ingenieur/in,Erforschung und Entwicklung von Werkstoffen für die industrielle Produktion von Gütern,"z.B. Grundlagenforschung zur Verbesserung und Neuentwicklung von Werkstoffen betreiben; Eigenschaften von Werkstoffen (z.B. Bruchsicherheit, Korrosionsfestigkeit) optimieren; Forschungsergebnisse auswerten und dokumentieren; Gutachten erstellen; Unternehmen beraten",41424,2149,Werkstofftechnik
1795,Baustoffprüfer/in,Prüfung von Böden und Baustoffen auf der Baustelle und im Labor,z.B. Bohrungen an Böden durchführen; Geräte für Probeentnahmen bedienen; Probe- oder Prüfkörper herstellen; physikalische und chemische Prüfverfahren durchführen; Prüfergebnisse auswerten und aufbereiten; Messergebnisse auswerten und aufbereiten,41432,3112,Baustoffprüfung
