isco_id,auxco_id,auxco_title,isco_title
8341,5054,Land- und forstwirtschaftliche/r Maschinenführer/in,Mobile farm and forestry plant operators
8342,5055,Baumaschinenführer/in,Earthmoving and related plant operators
8344,5056,Staplerfahrer/in,Lifting truck operators
8343,5057,Kranfahrer/in,"Crane, hoist and related plant operators"
3123,5058,Bauhofmeister/in,Construction supervisors
9629,5059,Spielhallenaufsicht,Elementary workers not elsewhere classified 
9623,5060,Geldzähler/in,Meter readers and vending-machine collectors
5414,5061,Sicherheitsdienstmitarbeiter/in,Security guards
5414,5062,Brandbekämpfungsbeauftragte/r und Ersthelfer/in,Security guards
3257,5063,Sicherheitsbeauftragte/r- Arbeitsschutz,Environmental and occupational health inspectors and associates
2149,5064,Arbeitsschutzingenieur/in,Engineering professionals not elsewhere classified
5411,5065,Feuerwehrmann/-frau,Firefighters
3112,5067,Brandschutzbeauftragte/r,Civil engineering technicians
2149,5068,Brandschutzingenieur/in,Engineering professionals not elsewhere classified
5419,5069,Badeaufseher/in,Protective services workers not elsewhere classified
3411,5070,Detektiv/in,Legal and related associate professionals
4214,5071,Inkassobeauftragte/r,Debt-collectors and related workers
5419,5072,Verkehrsüberwacher/in / Politesse,Protective services workers not elsewhere classified
5419,5073,Diensthundführer/in,Protective services workers not elsewhere classified
3119,5074,Schließ- und Sicherungstechniker/in,Physical and engineering science technicians not elsewhere classified
2421,5075,Sicherheitsmanager/in,Management and organization analysts
3119,5076,Aufsichtsleiter/in – Sicherheitswesen,Physical and engineering science technicians not elsewhere classified
5414,5076,Aufsichtsleiter/in – Sicherheitswesen,Security guards
5419,5076,Aufsichtsleiter/in – Sicherheitswesen,Protective services workers not elsewhere classified
1349,5077,Leiter/in - Rettungsstelle,Professional services managers not elsewhere classified
5412,5078,Polizeivollzugsbeamter/-beamtin,Police officers
1349,5078,Polizeivollzugsbeamter/-beamtin,Professional Services Managers Not Elsewhere Classified
3355,5079,Kriminalbeamter/-beamtin,Police inspectors and detectives
3411,5080,Vollziehungsbeamter/-beamtin,Legal and related associate professionals
3352,5080,Vollziehungsbeamter/-beamtin,Government tax and excise officials
3411,5081,Gerichtsvollzieher/in,Legal and related associate professionals
5413,5082,Justizwachtmeister/in,Prison guards
1349,5084,Gefängnisdirektor/in (höherer Dienst),Professional services managers not elsewhere classified
3354,5085,Beamt(er/in) - Gewerbeaufsicht,Government licensing officials
2263,5085,Beamt(er/in) - Gewerbeaufsicht,Environmental and occupational health and hygiene professionals
3257,5086,Gesundheitsaufseher/in,Environmental and occupational health inspectors and associates
3257,5087,Fachkrankenschwester/-pfleger für Hygiene,Environmental and occupational health inspectors and associates
3257,5088,amtliche/r Lebensmittelkontrolleur/in,Environmental and occupational health inspectors and associates
7544,5089,Schädlingsbekämpfer/in,Fumigators and other pest and weed controllers
1349,5090,Abteilungsleiter/in - Gewerbeaufsicht,Professional services managers not elsewhere classified
3119,5092,Reinigungs- und Hygienetechniker/in,Physical and engineering science technicians not elsewhere classified
9123,5093,Glas- und Fensterreiniger/in,Window cleaners
8157,5094,Wäschereifacharbeiter/in bzw. Bügler/in,Laundry machine operators
9129,5095,Anlagenreiniger/in,Other cleaning workers
9122,5096,Fahrzeugpfleger/in,Vehicle cleaners
9129,5097,Spezialreiniger/in - Möbel und Teppiche,Other cleaning workers
1349,5098,Objektleiter/in - Gebäudereinigung,Professional services managers not elsewhere classified
8312,5099,Wagenuntersucher/in (Eisenbahn),"Railway brake, signal and switch operators"
3115,5099,Wagenuntersucher/in (Eisenbahn),Mechanical engineering technicians
3115,5100,Eisenbahn-Wagenmeister/in,Mechanical engineering technicians
9333,5101,Flugzeugabfertiger/in,Freight handlers
3115,5101,Flugzeugabfertiger/in,Mechanical engineering technicians
3115,5102,Technische/r Flugzeugprüfer/in,Mechanical engineering technicians
3521,5105,Funker/in,Broadcasting and audio-visual technicians
9312,5107,Streckenwärter/in (Bahn),Civil engineering labourers
3112,5108,Bahnbeamter/-beamtin (gehobener technischer Dienst),Civil engineering technicians
2164,5109,Ingenieur/in - Bahnbetrieb und Infrastruktur,Town and traffic planners
3123,5114,Straßenwärtermeister/in,Construction supervisors
4221,5115,Kaufmann/-frau - Verkehrsservice,Travel consultants and clerks
5112,5116,Schaffner/in,Transport conductors
5111,5117,Schiffssteward/-stewardess,Travel attendants and travel stewards
5111,5118,Leitender Fahrgastbetreuer im Reiseverkehr,Travel attendants and travel stewards
9331,5171,Fahrradkurier/in bzw. Handwagenkurier/in,Hand and pedal vehicle drivers
8321,5172,Kraftradkurier/in,Motorcycle drivers
9629,5173,Parkplatz- und Parkhausaufsicht,Elementary workers not elsewhere classified 
1349,5174,Leiter/in - Kriminalpolizeidienststellen,Professional services managers not elsewhere classified
5413,5175,Justizvollzugsbeamter/-beamtin,Prison guards
3359,5176,Eichbeamt(er/in),Government regulatory associate professionals not elsewhere classified
7133,5223,Fassadenreiniger/in,Building structure cleaners
9111,5225,Reinigungskraft in Privathaushalten,Domestic cleaners and helpers
9112,5226,Gebäudeinnenreiniger/in,"Cleaners and helpers in offices, hotels and other establishments"
9629,5227,Toilettenwärter/in,Elementary Workers Not Elsewhere Classified
3359,8083,Justizvollzugsfachwirt/in (gehobener Justizvollzugsdienst),Government regulatory associate professionals not elsewhere classified
4323,9900,Luftverkehrskaufmann/-frau,Bürokräfte in der Transportwirtschaft und verwandte Berufe
4221,9900,Luftverkehrskaufmann/-frau,Travel consultants and clerks
3324,9900,Luftverkehrskaufmann/-frau,Trade brokers
3322,1747,Vertriebsspezialist/in,Vertriebsagenten
2433,1747,Vertriebsspezialist/in,"Akademische und vergleichbare Fachkräfte im Bereich Vertrieb (Technik und Medizin, ohne Informations- und Kommunikationstechnologie)"
3324,1748,Handelsagent/in,Trade Brokers
2433,1748,Handelsagent/in,Technical and medical sales professionals (excluding ICT)
3324,1749,internationale/r Handelsagent/in,Trade Brokers
2433,1749,internationale/r Handelsagent/in,Technical and medical sales professionals (excluding ICT)
5222,1750,Verkaufs- und Kassenaufsicht,Shop supervisors
1420,1750,Verkaufs- und Kassenaufsicht,Retail and wholesale trade managers
4221,1820,Tourismuskaufmann/ -frau,Travel consultants and clerks
3343,1821,Hotelkaufmann/-frau,Administrative and executive secretaries
5131,1822,Kellner/in,Waiters
3334,1849,Immobilienmakler/in,Real estate agents and property managers
3334,1850,Hausverwalter/in,Real estate agents and property managers
4322,6001,Beschaffungsassistent/in,Production clerks
3323,6002,Einkäufer/in,Einkäufer
4311,6003,Vertriebsassistent/in,Bürkokräfte im Rechnungswesen und ihrer Buchhaltung
9623,6006,Automatenfachmann/ -frau,"Zählerableser, Automatenbefüller und –kassierer"
4213,6007,Pfandleiher/in,Pfandleiher und Geldverleiher
5249,6008,Verleiher/in,"Verkaufskräfte, anderweitig nicht genannt"
3339,6009,Auktionator/in,"Fachkräfte für unternehmensbezogene Dienstleistungen, anderweitig nicht genannt"
3324,6010,Handelsmakler/in,Handelsmakler
1324,6011,Einkaufsleiter/in,"Führungskräfte in der Beschaffung, Logistik und in verwandten Bereichen"
1221,6012,Vertriebs- und Marketingmanager/in,Führungskräfte in Vertrieb und Marketing
5223,6013,Einrichtungsfachverkäufer/in,Shop sales assistants
5223,6015,"Fachverkäufer/in - Elektro-, Elektronik- und Haushaltswaren",Shop sales assistants
1219,6017,Betriebswirt/in - Facility-Management,Business services and administration managers not elsewhere classified
1420,6018,Exportleiter/in,Führungskräfte in Groß- und Einzelhandel
3334,6019,Facilitymanager/in,Real estate agents and property managers
1431,6020,Betriebsleiter/in – Fitness und Freizeit,"Sports, recreation and cultural centre managers"
3341,6021,Empfangschef/in,Office supervisors
4419,6022,Sachbearbeiter/in im Groß- und Außenhandel,Clerical Support Workers Not Elsewhere Classified
5211,6029,Marktverkäufer/in,Stall and market salespersons
5223,6030,Verkäufer/in - Einzelhandel,Shop sales assistants
9334,6033,Aushilfskraft - Einzelhandel,Shelf fillers
5246,6034,Kiosk-/Imbissverkäufer/in,Food service counter attendants
5212,6034,Kiosk-/Imbissverkäufer/in,Street food salespersons
5223,6035,Bäcker - und Konditoreifachverkäufer/in,Shop sales assistants
5223,6037,Drogeriefachverkäufer/in,Shop sales assistants
5223,6038,Fleischwarenfachverkäufer/in,Shop sales assistants
5223,6039,Fachverkäufer/in - Sanitäts- und Medizinbedarf,Shop sales assistants
5223,6040,Buchhändler/in,Verkäufer und Verkaufshilfskräfte in Handelsgeschäften
5223,6041,"Einzelhandelsverkäufer/in - Sport-, Textil- und Lederwaren",Verkäufer und Verkaufshilfskräfte in Handelsgeschäften
2431,6042,Buch- und Medienhandelsmanager/in,Akademische und vergleichbare Fachkräfte in Werbung und Marketing
5223,6043,Kunst- und Antiquitätenhändler/in,Shop sales assistants
5223,6044,Musikfachhändler/in,Shop sales assistants
2431,6047,Touristikmanager/in,Advertising and marketing professionals
3423,6048,Fitnessberater/in,Fitness and recreation instructors and program leaders
3423,6049,Freizeit- und Reisebetreuer/in,Fitness and recreation instructors and program leaders
5113,6050,Reiseleiter/in,Reiseleiter/Fremdenführer
5113,6051,Fremdenführer/in,Travel guides
5223,6052,Lebensmittelfachverkäufer/in,Shop sales assistants
3422,6053,Sport- und Fitnesskaufmann/-frau,"Sports coaches, instructors and officials"
1439,6054,Betriebsleiter/in - Tourismus,Services managers not elsewhere classified
5152,6055,Pension- bzw. Herbergsleiter/in,Domestic housekeepers
5151,6056,Hausdame/Housekeeper,"Cleaning and housekeeping supervisors in offices, hotels and other establishments"
1411,6057,Hoteldirektor/in,Hotel managers
5223,6058,"Fachverkäufer/in - Holz-, Stahl- oder im Strom- und Gashandel",Shop sales assistants
5230,6060,Kassierer/in,Cashiers and ticket clerks
5242,6061,Promoter/in,Sales demonstrators
5223,6063,Schmuckfachverkäufer/in,Shop sales assistants
5223,6064,Bürobedarfsverkäufer/in,Shop sales assistants
5223,6065,Fachverkäufer/in - Garten- und Heimwerkerbedarf,Shop sales assistants
5223,6066,Automobilkaufmann/-frau,Shop sales assistants
1431,6067,Sport- und Fitnessökonom/in,"Sports, recreation and cultural centre managers"
3343,6068,Sport- und Fitnessfachwirt/in,Administrative and executive secretaries
4224,6070,Rezeptionist/in - Hotel,Hotel receptionists
1412,6071,Betriebswirt/in - Systemgastronomie,Restaurant managers
5132,6072,Barkeeper/in,Bartenders
1412,6073,Restaurantmeister/in,Restaurant managers
9411,6074,Fast-Food- und Imbisskoch/-köchin,Fast food preparers
9412,6075,Küchenhelfer/in,Kitchen helpers
9112,6077,Zimmermädchen/ Roomboy,"Cleaners and helpers in offices, hotels and other establishments"
5243,6078,Haustürverkäufer/in,Door to door salespersons
3322,6079,Kundendienstberater/in,Commercial sales representatives
5223,6080,Geschenkartikelverkäufer/in,Shop sales assistants
5223,6081,Spielwarenkäufer/in,Shop sales assistants
5223,6082,Fachverkäufer/in – Zoo- und Heimtierbedarf,Shop sales assistants
9621,6083,Hotelpage,"Messengers, package deliverers and luggage porters"
5223,6085,Fachverkäufer/in - Reform- und Diätwaren,Shop sales assistants
3322,6086,Vertriebsagent/in - Buchhandel,Vertriebsagenten
5246,6090,Servicekraft - Systemgastronomie,Food service counter attendants
5131,6092,Food-and-Beverage-Assistant,Waiters
5131,6093,Bankettleiterassistent/in,Waiters
5111,6094,Zugsteward/-stewardess,Travel attendants and travel stewards
5131,6095,Büfettkraft,Waiters
5131,6097,Sommelier/Sommelière,Waiters
4226,6098,Eintrittskartenkontrolleur/in,Receptionists (general)
9629,6099,Hilfskraft - Veranstaltungsservice,Elementary workers not elsewhere classified
9629,6100,Garderobenwärter/in,Elementary workers not elsewhere classified
5245,6101,Tankwart/in,Service station attendants
3332,6102,Konferenz- und Veranstaltungsplaner,Conference and event planners
4311,1823,Buchführungsfachkraft,Accounting and bookkeeping clerks
3313,1823,Buchführungsfachkraft,Accounting associate professionals
3313,1824,Kalkulator/in,Accounting associate professionals
2411,1824,Kalkulator/in,Accountants
3433,1825,Bibliotheksangestellte/r,"Gallery, museum and library technicians"
2622,1825,Bibliotheksangestellte/r,Librarians and related information professionals
1120,3201,Top-Manager/in,Managing directors and chief executives
1111,3202,Politiker/in,Legislators
1114,3203,Verbandsgeschäftsführer/in,Senior officials of special-interest organizations
1114,3204,gewählte/r Arbeitnehmervertreter/in, Senior Officials of Special-interest Organizations
4322,3205,Technisch-kaufmännische/r Betriebassistent/in,Production clerks
4110,3206,Betriebswirtschaftliche/r Assistent/in,General office clerks
3343,3206,Betriebswirtschaftliche/r Assistent/in,Administrative and executive secretaries
2421,3208,Betriebsplaner/in,Management and organization analysts
2421,3209,Unternehmensberater/in,Management and organization analysts
1120,3210,Regionalleiter/in,Managing directors and chief executives
1213,3211,Kaufmännische/r Betriebsleiter/in,Policy and planning managers
3341,3211,Kaufmännische/r Betriebsleiter/in,Office supervisors
2422,3212,Wirtschaftsförderer/-förderin,Policy administration professionals
2421,3213,Liquidator/in,Management and organization analysts
2643,3214,Dolmetscher/in und Übersetzer/in,"Translators, interpreters and other linguists"
4131,3215,Steno- und Phonotypist/in,Typists and word processing operators
3343,3215,Steno- und Phonotypist/in,Administrative and executive secretaries
4413,3216,Korrektor/in,"Coding, proof-reading and related clerks"
2643,3216,Korrektor/in,"Translators, Interpreters and Other Linguists"
4413,3217,Kodierer/in,"Coding, proof-reading and related clerks"
4225,3218,Auskunfterteiler/in,Enquiry clerks
4419,3219,Fremdsprachenassistent/in,Clerical support workers not elsewhere classified
4223,3220,Telefonist/in,Telephone switchboard operators
4110,3221,Bürohilfskraft,General office clerks
4132,3221,Bürohilfskraft,Data entry clerks
4415,3221,Bürohilfskraft,Filing and Copying Clerks
4413,3221,Bürohilfskraft,"Coding, proof-reading and related clerks"
4110,3222,Sekretär/in,General office clerks
3343,3222,Sekretär/in,Administrative and executive secretaries
4419,3222,Sekretär/in,Clerical support workers not elsewhere classified
4120,3222,Sekretär/in,Secretaries (general)
3341,3223,Büroleiter/in ,Office supervisors
3342,3529,Rechtsanwalts- und Notarfachangestellte/r,Legal secretaries
3411,3530,Rechtliche/r Berater/in,Legal and related associate professionals
2611,3530,Rechtliche/r Berater/in,Lawyers
2619,3530,Rechtliche/r Berater/in,Legal professionals not elsewhere classified
2619,3531,Notar/in,Legal professionals not elsewhere classified
2611,3532,Staatsanwalt/-anwältin,Lawyers
2612,3533,Richter/in,Judges
3355,3534,Verfassungsschutzbeamt(er/in),Police inspectors and detectives
2422,3534,Verfassungsschutzbeamt(er/in),Policy administration professionals
1349,3537,Rechtsabteilungsleiter/in,Professional services managers not elsewhere classified
2619,3537,Rechtsabteilungsleiter/in,Legal professionals not elsewhere classified
3411,3539,Datenschutzbeauftragte/r,Legal and related associate professionals
3342,3540,Sachbearbeiter/in in der öffentlichen Justizverwaltung,Legal secretaries
3411,3541,Justizverwaltungsbeamter/-beamtin,Legal and related associate professionals
2619,3541,Justizverwaltungsbeamter/-beamtin,Legal professionals not elsewhere classified 
2422,3542,Sozialversicherungsbeamter/-beamtin (höh. Dienst),Policy administration professionals
1112,3543,Behördenleiter/in,Senior government officials
3353,3544,Sozialversicherungsangestellte/r,Government social benefits officials
9629,3545,Verwaltungshelfer/in,Elementary workers not elsewhere classified
2422,3546,Verwaltungswissenschaftler/in,Policy administration professionals 
9629,3547,Steuerverwaltungsbeamter/-beamtin (einf. Dienst),Elementary workers not elsewhere classified 
3354,3550,Verwaltungsangestellte/r im öffentlichen Dienst,Government licensing officials
3352,3551,Steuerverwaltungsbeamt(er/in),Government tax and excise officials
2411,3551,Steuerverwaltungsbeamt(er/in),Accountants
3351,3552,Zolldienstbeamt(er/in),Customs and border inspectors
4415,3553,Archivdienstbeamter/-beamtin,Filing and copying clerks
2621,3553,Archivdienstbeamter/-beamtin,Archivists and curators
4419,3555,Rechercheur/in oder Dokumentar/in,Clerical support workers not elsewhere classified
3433,3555,Rechercheur/in oder Dokumentar/in,"Gallery, museum and library technicians"
2622,3555,Rechercheur/in oder Dokumentar/in,Librarians and related information professionals
3252,3556,Medizinische/r Dokumentar/in,Medical records and health information technicians
1349,3557,Leiter/in Bibliothek/Archiv/Registratur,Professional services managers not elsewhere classified
4411,3560,Bibliotheksassistent/in,Library clerks
4211,3567,Bankkundenberater/in,Bank tellers and related clerks
2413,3568,Finanzanalyst/in,Financial analysts
1346,3569,Filialleiter/in einer Bank oder Versicherung,Financial and insurance services branch managers
1211,3570,Leiter/in Rechnungswesen/ Revision/ Controlling,Finance managers
3313,3573,Controller/in,Accounting associate professionals
2411,3573,Controller/in,Accountants
4312,3577,Geldanlageberater/in,"Statistical, finance and insurance clerks"
2412,3577,Geldanlageberater/in,Financial and investment advisers
3311,3577,Geldanlageberater/in,Securities and finance dealers and brokers 
4312,3578,Versicherungssachbearbeiter/in,"Statistical, finance and insurance clerks"
4313,3580,Lohn- und Gehaltsbuchhalter/in,Payroll clerks
2411,3581,Wirtschaftsprüfer/in,Accountants
3312,3582,Kreditsachbearbeiter/in,Credit and loans officers
3321,3584,Versicherungsagent/in,Insurance representatives
3321,3585,Versicherungsgutachter/in,Insurance representatives
3315,3585,Versicherungsgutachter/in,Valuers and loss assessors
2412,3586,Versicherungsberater/in,Financial and investment advisers
4311,3587,Steuerfachmann/-frau,Accounting and bookkeeping clerks
3313,3587,Steuerfachmann/-frau,Accounting associate professionals
2411,3587,Steuerfachmann/-frau,Accountants
4211,3590,Geldbearbeiter/in bei der deutschen Bundesbank,Bank tellers and related clerks
3312,3591,Leasing-Berater/in,Credit and loans officers
2422,3593,Zentralbankbeamter/-beamtin,Policy administration professionals
4416,3594,Personalsachbearbeiter/in,Personnel clerks
4416,3595,Personalfachkaufmann/-frau,Personnel clerks
2424,3596,Personalentwickler/in,Training and staff development professionals
3333,3597,Personalvermittler/in,Employment agents and contractors
2423,3598,Berufsberater/in,Personnel and careers professionals
1212,3599,Personalleiter/in,Human resource managers
3344,7003,Arztsekretär/in,Medical secretaries
3343,7005,Gesundheitsbetriebswirt/in,Administrative and executive secretaries
2421,7005,Gesundheitsbetriebswirt/in,Management and organization analysts
2212,1007,Facharzt/-ärztin - Gynäkologie oder Urologie,Specialist medical practitioners
2212,1008,Facharzt/-ärztin - Haut- und Geschlechtskrankheiten,Specialist medical practitioners
2212,1009,Facharzt/-ärztin - Hals-Nasen-Ohren- oder Augenheilkunde,Specialist medical practitioners
2221,1807,Leiter/in - Rettungsdienst,Nursing professionals
1324,1807,Leiter/in - Rettungsdienst,Health service managers
3240,1826,Tierarzthelfer/in,Veterinary technicians and assistants
2221,1827,Stationsleiter/in,Nursing professionals
1342,1827,Stationsleiter/in,Health service managers
3259,1828,Ernährungstrainer/in,Health associate professionals not elsewhere classified
2265,1828,Ernährungstrainer/in,Dieticians and nutritionists
3119,1829,Medizintechniker/in,Physical and engineering science technicians not elsewhere classified
2149,1829,Medizintechniker/in,Engineering professionals not elsewhere classified
3214,1830,Orthopädietechnikermeister/in,Medical and dental prosthetic technicians
1321,1830,Orthopädietechnikermeister/in,Manufacturing managers
3214,1831,Zahntechnikermeister/in,Medical and dental prosthetic technicians
1321,1831,Zahntechnikermeister/in,Manufacturing managers
3254,1832,Augenoptikermeister/in,Dispensing opticians
1321,1832,Augenoptikermeister/in,Manufacturing managers
3214,1833,Hörgerätemeister/in,Medical and dental prosthetic technicians
1321,1833,Hörgerätemeister/in,Manufacturing managers
5322,1834,Sozialassistent/in,Home-based personal care workers
3256,7001,Arzthelfer/in,Medical assistents
3251,7002,Zahnarzthelfer/in,Dental assistants and therpists
3255,7004,medizinische/r Fußpfleger/in,Physiotherapy technicians and assistants
3240,7008,Tierarztfachhelfer/in - Besamungswesen,Veterinary technicians and assistants
3212,7009,Medizinisch-technische/r Laboratoriumsassistent/in (MTLA),Medical and pathology laboratory technicians
2212,7010,Facharzt/-ärztin für Mikrobiologie,Specialist medical practitioners
3256,7011,Medizinisch-technische/r Assistent/in (MTA),Medical assistants
2149,7012,Ingenieur/in - Kardiotechnik,Engineering professionals not elsewhere classified
3211,7013,Radiologieassistent/in,Medical imaging and therapeutic equipment technicians
2212,7014,Radiologe/Radiologin,Specialist medical practitioners
3240,7015,Veterinärmedizinische/r Laborant/in,Veterinary technicians and assistants
1342,7016,Medizinisch-technische/r Laborleiter/in,Health service managers
5322,7017,Ambulante/r Pflegediensthelfer/in,Home-based personal care workers
5321,7018,Krankenpflegehelfer/in,Health care assistants
3221,7020,Fachkinderkrankenschwester/ -pfleger,Nursing associate professionals
3256,7021,Operationstechnische/r Assistent/in,Medical assistants
3258,7022,Rettungsdiensthelfer/in,Ambulance workers
8322,7022,Rettungsdiensthelfer/in,"Car, taxi and van drivers"
2222,7023,Hebamme/ Entbindungspfleger,Midwifery professionals
3222,7023,Hebamme/ Entbindungspfleger,Midwifery associate professionals
5329,7024,Sterilisationsassistent/in,Personal care workers in health services not elsewhere classified
3221,7025,Stomatherapeut/in,Nursing associate professionals
2211,7028,Allgemeinarzt /-ärztin,Generalist medical practitioners
2212,7028,Allgemeinarzt /-ärztin,Specialist medical practitioners
2212,7029,Facharzt/-ärztin – Kinder- und Jugendmedizin,Specialist medical practitioners
2212,7030,Internist/in,Specialist medical practitioners
2212,7031,Chirurg/in,Specialist medical practitioners
2212,7032,Anästhesist/in,Specialist medical practitioners
2212,7033,Neurologe/ Neurologin,Specialist medical practitioners
2261,7034,Zahnarzt/ -ärztin,Dentists
1342,7035,Chefarzt/-ärztin,Health service managers
2250,7036,Tierarzt/-ärztin,Veterinarians
2250,7037,Tierheilpraktiker/in,Veterinarians
2250,7038,Tierpsychologe/-psychologin,Veterinarians
1349,7039,Tierärztliche/r Direktor/in,Professional services managers not elsewhere classified
3259,7040,Psychologische/r Assistent/in,Health associate professionals not elsewhere classified
2634,7041,Psychologe/Psychologin,Psychologists
2634,7042,Psychotherapeut/in,Psychologists
2264,7043,Physiotherapeut/in,Physiotherapists
3255,7043,Physiotherapeut/in,Physiotherapy technicians and assistants
3259,7045,Fachassistent/in Hirnleistungstraining,Health associate professionals not elsewhere classified
2269,7047,Ergotherapeut/in,Health professionals not elsewhere classified
2266,7048,Logopäde/Logopädin,Audiologists and speech therapists
2269,7049,Musik- oder Kunsttherapeut/in,Health professionals not elsewhere classified
2230,7050,Heilpraktiker/in,Traditional and complementary medicine professionals
2265,7051,Diätassistent/in,Dieticians and nutritionists
3434,7052,Verpflegungsmanager/in (Diätküchenleiter/in),Chefs
3259,7053,Diabetesassistent/in ,Health associate professionals not elsewhere classified
2269,7053,Diabetesassistent/in ,Health professionals not elsewhere classified
1342,7056,therapeutische/r Einrichtungsleiter/in,Health service managers
2262,7057,Apotheker/in,Pharmacists
3213,7057,Apotheker/in,Pharmaceutical technician
2131,7058,Pharmakologe/Pharmakologin,"Biologists, botanists, zoologists and related professionals"
2212,7059,Arzt/Ärztin - Pharmakologie und Toxikologie,Specialist medical practitioners
2433,7061,Pharmareferent/in,Technical and medical sales professionals (excluding ICT)
2262,7063,Referent/in - klinische Studien (CRA),Pharmacists
5321,7064,Altenpflegehelfer/in,Health care assistants
3221,7065,Altenpfleger/in,Nursing associate professionals 
3221,7066,Altenpfleger/in mit Spezialisierung,Nursing associate professionals
3423,7067,Gesundheitstrainer/in,Fitness and recreation instructors and program leaders
3253,7068,Gesundheitsberater/in,Community health workers
2263,7070,Gesundheitsförderer/-förderin,Environmental and occupational health and hygiene professionals
5142,7072,Fachkraft - Beauty und Wellness,Beauticians and related workers
3423,7072,Fachkraft - Beauty und Wellness,Fitness and recreation instructors and program leaders
3257,7076,Qualitätsmanagementbeauftragte/r im Gesundheits-/Sozialwesen,Environmental and occupational health inspectors and associates
2265,7077,Ökotrophologe/Ökotrophologin,Dieticians and nutritionists
5141,7078,Friseur/in,Hairdressers
9629,7078,Friseur/in,Elementary workers not elsewhere classified
5142,7080,Kosmetiker/in,Beauticians and related workers
5142,7081,Maskenbildner/in,Beauticians and related workers
2163,7081,Maskenbildner/in,Product and garment designers
5163,7082,Bestatter/in,Undertakers and embalmers
3435,7084,Tätowierer/in und Piercer/in,Artistic and cultural associate professionals not elsewhere classified
5141,7085,Friseurmeister/in,Hairdressers
5142,7086,Kosmetikmeister/in,Beauticians and related workers
5142,7087,Chefmaskenbildner/in,Beauticians and related workers
5163,7088,Bestattermeister/in,Undertakers and embalmers
1439,7088,Bestattermeister/in,Services managers not elsewhere classified
7421,7090,Assistent/in - medizinische Gerätetechnik,Electronics mechanics and servicers
3214,7094,Orthopädietechnik-Mechaniker/In,Medical and dental prosthetic technicians
2149,7096,Ingenieur/in - Orthopädie- und Rehatechnik,Engineering professionals not elsewhere classified
3254,7097,Augenoptiker/in,Dispensing opticians
2267,7098,Ingenieur/in - Augenoptik,Optometrists and ophthalmic opticians
3214,7099,Hörgeräteakustiker/in,Medical and dental prosthetic technicians
3221,7100,Werkpfleger/-schwester,Nursing associate professionals
3256,7100,Werkpfleger/-schwester,Medical assistants
3256,7101,Fachassistent/in - Herz-Kreislauf-Funktionsdiagnostik,Medical assistants
3221,7104,Krankenschwester/-pfleger,Nursing associate professionals
3258,7105,Notfallsanitäter/in,Ambulance workers
3258,7106,Disponent/in in einer Rettungsleitstelle,Ambulance workers
2149,7109,Ingenieur/in - Hörtechnik und Audiologie,Engineering professionals not elsewhere classified
3214,7110,Zahntechniker/in,Medical and dental prosthetic technicians
1342,7121,Apothekenleiter/in,Health service managers
1343,7122,Leiter/in - Altenpflegeeinrichtung,Aged care service managers
2267,8001,Augenarztgehilfe/-gehilfin (Orthoptist/in),Optometrists and ophthalmic opticians
5311,8002,Kinderbetreuer/in,Child care workers
2342,8003,Erzieher/in,Early childhood educators 
2635,8004,Sozialpädagoge/- pädagogin,social work an counselling professionals
3412,8004,Sozialpädagoge/- pädagogin,social work associate professionals
3412,8005,Heimerzieher/in,Social work associate professionals 
5321,8006,Heilerziehungspfleger/in in Privathaushalten,Health care assistants
3412,8006,Heilerziehungspfleger/in in Privathaushalten,Social work associate professionals
5321,8007,Heilerziehungspfleger/in in Pflegeeinrichtungen,Health care assistants
3412,8007,Heilerziehungspfleger/in in Pflegeeinrichtungen,Social work associate professionals
5322,8007,Heilerziehungspfleger/in in Pflegeeinrichtungen,Home-based personal care workers
3412,8008,Heilpädagoge/ -pädagogin,Social work associate professionals
2352,8008,Heilpädagoge/ -pädagogin,Special needs teachers
5152,8010,Familienpfleger/in für Notsituationen,Domestic housekeepers
2635,8011,Sozialberater/in,Social work and counselling professionals
3412,8011,Sozialberater/in,Welfare support worker
1341,8012,Kindergartenleiter/in,Child care service managers
9111,8013,Haushaltshilfe,Domestic cleaners and helpers
5152,8014,Hauswirtschafter/in in Privathaushalten,Domestic housekeepers
2635,8015,Verbraucherberater/in,Social work and counselling professionals
5151,8016,Hauswirtschaftsleiter/in für Großbetriebe,"Cleaning and housekeeping supervisors in offices, hotels and other establishments"
5152,8017,Hauswirtschaftsleiter/in für Privathaushalte,Domestic housekeepers
2636,8018,Pfarrer/in,Religious professionals
3413,8019,Gemeindereferent/in,Religious associate professionals
3413,8020,Nonne/Mönch,Religious associate professionals
2636,8021,Klostervorsteher/in,Religious professionals
5153,8022,Küster/in,Building caretakers
3412,8023,Trauerredner/in,Social work associate professionals
3413,8024,Christliche/r Jugendbetreuer/in,Religious associate professionals
2636,8025,Missionar/in,Religious professionals
2636,8026,Bischof/Bischöfin,Religious professionals
2341,8027,Grundschullehrer/in,Primary school teachers
2330,8028,Lehrer/in Sekundarstufe,Secondary education teachers
2352,8029,Sonderschullehrer/in,Special needs teachers
2351,8030,Ausbildungslehrer/in,Education methods specialists
5312,8031,Lernbetreuer/in,Teachers' aides
2359,8032,Beratungslehrer/in,Teaching professionals not elsewhere classified 
1345,8033,Schulleiter/in - allgemeinbildende Schulen,Education managers
2320,8034,Berufsschullehrer/in,Vocational education teachers
