kldb_id,auxco_id,auxco_title,kldb_title
34304,1784,Fernwärmetechniker/in,Ver- und Entsorgung (o.S.) - Experte
34314,1785,Wasserwerksingenieur/in,"Wasserversorg.,Abwassertechn.-Experte "
34313,1785,Wasserwerksingenieur/in,Berufe in der Wasserversorgungs- und Abwassertechnik - komplexe Spezialistentätigkeiten
34324,1786,Rohrnetzingenieur/in,Rohrleitungsbau - Experte
34323,1786,Rohrnetzingenieur/in,Rohrleitungsbau - Spezialist
34333,1787,Organsiator/in - Abfallwirtschaft,Berufe in der Abfallwirtschaft - fachlich ausgerichtete Tätigkeiten
34301,1787,Organsiator/in - Abfallwirtschaft,Ver- und Entsorgung (o.S.) - Helfer
34332,1787,Organsiator/in - Abfallwirtschaft,Abfallwirtschaft - Fachkraft
34334,1787,Organsiator/in - Abfallwirtschaft,Abfallwirtschaft - Experte
32201,1854,Bauhelfer/in,Berufe im Tiefbau (ohne Spezialisierung) - Helfer-/Anlerntätigkeiten
32101,1854,Bauhelfer/in,Hochbau (o.S.) - Helfer
34302,1856,Gasversorgungstechniker/in,Berufe in der Ver- und Entsorgung (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten
34303,1856,Gasversorgungstechniker/in,Ver- und Entsorgung (o.S.) - Spezialist
34304,1856,Gasversorgungstechniker/in,Ver- und Entsorgung (o.S.) - Experte
33211,3001,Maler- und Lackiererhelfer/in,Maler- und Lackiererarbeiten - Helfer-/Anlerntätigkeiten
33352,3010,Rollladen- und Sonnenschutzmechatroniker/in,Berufe im Rolladen- und Jalousiebau - fachlich ausgerichtete Tätigkeiten
33393,3010,Rollladen- und Sonnenschutzmechatroniker/in,"Aufsichtskräfte - Aus- und Trockenbau, Isolierung, Zimmerei, Glaserei, Rollladen- und Jalousiebau"
33312,3013,Isolierfacharbeiter/in,Berufe in der Isolierung - fachlich ausgerichtete Tätigkeiten
33393,3013,Isolierfacharbeiter/in,"Aufsichtskräfte - Aus- und Trockenbau, Isolierung, Zimmerei, Glaserei, Rollladen- und Jalousiebau"
33342,3017,Glaser/in,Berufe in der Glaserei - fachlich ausgerichtete Tätigkeiten
33393,3017,Glaser/in,"Aufsichtskräfte - Aus- und Trockenbau, Isolierung, Zimmerei, Glaserei, Rollladen- und Jalousiebau"
33212,3023,Maler/in und Lackierer/in,Berufe für Maler- und Lackiererarbeiten - fachlich ausgerichtete Tätigkeiten
33232,3024,Bauwerksabdichter/in,Berufe in der Bauwerksabdichtung - fachlich ausgerichtete Tätigkeiten
31104,5246,Bauingenieur/in,"Bauplanung, -überwachung (oS) - Experte"
31134,5246,Bauingenieur/in,"Bauplan. Verkehrswege,-anlagen - Experte"
31144,5246,Bauingenieur/in,Berufe in der Wasserwirtschaft - hoch komplexe Tätigkeiten
32104,5246,Bauingenieur/in,Hochbau (o.S.) - Experte
32224,5246,Bauingenieur/in,Straßen- und Asphaltbau - Experte
32264,5246,Bauingenieur/in,Kultur- und Wasserbau - Experte
32204,5246,Bauingenieur/in,Tiefbau (o.S.) - Experte
31114,5252,Architekt/in,Berufe in der Architektur - hoch komplexe Tätigkeiten
31164,5254,Bausachverständiger/in,Bausachverständige und Baukontrolleure/-kontrolleurinnen - hoch komplexe Tätigkeiten
31164,5255,Baubiologe/ -biologin,Bausachverständige und Baukontrolleure/-kontrolleurinnen - hoch komplexe Tätigkeiten
31193,5257,Leiter/in - Bauplanung,"Aufsichtskräfte - Bauplanung und -überwachung, Architektur"
31194,5257,Leiter/in - Bauplanung,"Führungskräfte - Bauplanung und -überwachung, Architektur"
31213,5260,Vermessungstechniker/in oder -ingeneur/in,Vermessungstechnik - Spezialist
31212,5260,Vermessungstechniker/in oder -ingeneur/in,Vermessungstechnik - Fachkraft
31214,5260,Vermessungstechniker/in oder -ingeneur/in,Vermessungstechnik - Experte
31223,5261,Kartograf/in,Kartografie - Spezialist
31222,5261,Kartograf/in,Kartografie - Fachkraft
31224,5261,Kartograf/in,Kartografie - Experte
32122,5262,Maurer/in,Berufe im Maurerhandwerk - fachlich ausgerichtete Tätigkeiten
32193,5262,Maurer/in,Aufsichtskräfte - Hochbau
32123,5263,Restaurator/in - Maurerhandwerk,Maurerhandwerk - Spezialist
32132,5264,Feuerungs- und Schornsteinbauer/in,Schornsteinbau - Fachkraft
32152,5265,Fassadenmonteur/in,Fassadenbau - Fachkraft
32222,5268,Straßenbauer/in,Straßen- und Asphaltbau - Fachkraft
32232,5271,Gleisbauer/in,Berufe im Gleisbau - fachlich ausgerichtete Tätigkeiten
32233,5272,Gleisbautechniker/in,Gleisbau - Spezialist
33133,5273,Restaurator/in - Parkettlegerhandwerk,Parkettverlegung - Spezialist
32243,5274,Brunnenbautechniker/in,Brunnenbau - Spezialist
32252,5275,Kanalbauer/in,Kanal- und Tunnelbau - Fachkraft
32252,5276,Tunnelbauer/in,Kanal- und Tunnelbau - Fachkraft
32253,5277,Kanalmeister/in,Kanal- und Tunnelbau - Spezialist
32262,5278,Bodenkulturbauarbeiter/in,Kultur- und Wasserbau - Fachkraft
31124,5279,Ingenieur/in - Stadt- und Regionalplanung,Stadt- und Raumplanung - Experte
31152,5280,Denkmaltechnische/r Assistent/in,"Bauwerkserhaltung,-erneuerung-Fachkraft - fachlich ausgerichtete Tätigkeiten"
31163,5281,Baukontrolleur/in,Bausachverständige und Baukontrolleure/-kontrolleurinnen - komplexe Spezialistentätigkeiten
32112,5282,Beton- und Stahlbetonbauer/in,Berufe im Beton- und Stahlbetonbau - fachlich ausgerichtete Tätigkeiten
32113,5282,Beton- und Stahlbetonbauer/in,Beton- und Stahlbetonbau - Spezialist
32142,5283,Dachdecker/in,Berufe in der Dachdeckerei - fachlich ausgerichtete Tätigkeiten
32172,5284,Bauwerksmechaniker/in - Abbruch und Betontrenntechnik,Berufe im Bauwerksabbruch - fachlich ausgerichtete Tätigkeiten
32212,5285,Pflasterer/ Pflasterin,Pflasterer/Pflasterinnen und Steinsetzer/innen - fachlich ausgerichtete Tätigkeiten
32242,5286,Brunnenbauer/in,Berufe im Brunnenbau - fachlich ausgerichtete Tätigkeiten
33112,5287,"Fliesen-, Platten- und Mosaikleger/in","Berufe in der Fliesen-, Platten- und Mosaikverlegung - fachlich ausgerichtete Tätigkeiten"
33122,5288,Estrich- und Terrazzoleger/in,Berufe in der Estrich- und Terrazzoverlegung - fachlich ausgerichtete Tätigkeiten
33132,5289,Parkettleger/in,Berufe in der Parkettverlegung - fachlich ausgerichtete Tätigkeiten
33322,5292,Zimmerer/Zimmerin,Berufe in der Zimmerei - fachlich ausgerichtete Tätigkeiten
33393,5292,Zimmerer/Zimmerin,"Aufsichtskräfte - Aus- und Trockenbau, Isolierung, Zimmerei, Glaserei, Rollladen- und Jalousiebau"
33332,5293,Bautischler/in,Berufe in der Bautischlerei - fachlich ausgerichtete Tätigkeiten
33393,5293,Bautischler/in,"Aufsichtskräfte - Aus- und Trockenbau, Isolierung, Zimmerei, Glaserei, Rollladen- und Jalousiebau"
34232,5294,Kälteanlagenbauer/in,Berufe in der Kältetechnik - fachlich ausgerichtete Tätigkeiten
34293,5294,Kälteanlagenbauer/in,"Aufsichtskräfte - Klempnerei, Sanitär-, Heizungs- und Klimatechnik"
34322,5295,Rohrleitungsbauer/in,Berufe im Rohrleitungsbau - fachlich ausgerichtete Tätigkeiten
34212,5297,Gas- und Wasserinstallateur/in,"Berufe in der Sanitär-, Heizungs- und Klimatechnik - fachlich ausgerichtete Tätigkeiten"
34293,5297,Gas- und Wasserinstallateur/in,"Aufsichtskräfte - Klempnerei, Sanitär-, Heizungs- und Klimatechnik"
34201,5297,Gas- und Wasserinstallateur/in,Klempnerei (o.S.) - Helfer
34213,5297,Gas- und Wasserinstallateur/in,"Sanitär,Heizung,Klimatechnik -Spezialist"
33102,5298,Bodenleger/in,Berufe in der Bodenverlegung (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten
33101,5298,Bodenleger/in,Bodenverlegung (o.S.) - Helfer
32293,5301,Vorarbeiter/in- Tiefbau,Aufsicht - Tiefbau
33193,5302,Bodenlegermeister/in,Aufsicht - Bodenverlegung
33213,5303,Restaurator/in - Maler- und Lackiererhandwerk,"Maler-, Lackiererarbeiten - Spezialist"
33222,5304,Stuckateur/in,Stuckateurarbeiten - Fachkraft
33223,5305,Restaurator/in - Stuckateurhandwerk,Stuckateurarbeiten - Spezialist
33233,5311,Bauabdichtungstechniker/in,Bauwerksabdichtung - Spezialist
33242,5312,Holz- und Bautenschützer/in,Holz- und Bautenschutz - Fachkraft
33243,5313,Holz- und Bautenschutztechniker/in,Holz- und Bautenschutz - Spezialist
33293,5314,"Handwerksmeister/in - Maler-, Lackier- und Stuckateurarbeiten",Aufsicht-MalerStuckBauwerksabdBautensch.
33293,5315,Meister/in - Holz- und Bautenschutzgewerbe bzw. Abdichtungsarbeiten,Aufsicht-MalerStuckBauwerksabdBautensch.
33302,5316,Trockenbauer/in,Aus- und Trockenbau (o.S.) - Fachkraft
33393,5316,Trockenbauer/in,"Aufsichtskräfte - Aus- und Trockenbau, Isolierung, Zimmerei, Glaserei, Rollladen- und Jalousiebau"
33301,5316,Trockenbauer/in,Aus- und Trockenbau (o.S.) - Helfer
33303,5317,Ausbautechniker/in,Aus- und Trockenbau (o.S.) - Spezialist
33393,5317,Ausbautechniker/in,"Aufsichtskräfte - Aus- und Trockenbau, Isolierung, Zimmerei, Glaserei, Rollladen- und Jalousiebau"
33323,5318,Restaurator/in - Zimmererhandwerk,Zimmerei - Spezialist
33393,5318,Restaurator/in - Zimmererhandwerk,"Aufsichtskräfte - Aus- und Trockenbau, Isolierung, Zimmerei, Glaserei, Rollladen- und Jalousiebau"
34102,5319,Hausmeister/in,Gebäudetechnik (o.S.) - Fachkraft
34112,5322,Gerätewart/in,"Platz-, Gerätewarte/innen - Fachkraft"
34112,5323,Gemeindearbeiter/in,"Platz-, Gerätewarte/innen - Fachkraft"
34112,5324,Platzwart/in,"Platz-, Gerätewarte/innen - Fachkraft"
34112,5325,Schulassistent/in,"Platz-, Gerätewarte/innen - Fachkraft"
34193,5326,Industriemeister/in - Gebäudetechnik,Aufsicht - Gebäudetechnik
34202,5327,Klempner/in,Klempnerei (o.S.) - Fachkraft
34293,5327,Klempner/in,"Aufsichtskräfte - Klempnerei, Sanitär-, Heizungs- und Klimatechnik"
34201,5327,Klempner/in,Klempnerei (o.S.) - Helfer
34203,5328,Blechverarbeitungstechniker/in,Klempnerei (o.S.) - Spezialist
34293,5328,Blechverarbeitungstechniker/in,"Aufsichtskräfte - Klempnerei, Sanitär-, Heizungs- und Klimatechnik"
34213,5329,"Anlagentechniker/in- Sanitär-, Heizungs- und Klimatechnik","Sanitär,Heizung,Klimatechnik -Spezialist"
34293,5329,"Anlagentechniker/in- Sanitär-, Heizungs- und Klimatechnik","Aufsichtskräfte - Klempnerei, Sanitär-, Heizungs- und Klimatechnik"
34214,5330,Ingenieur/in – Klimasystemtechnik,"Sanitär,Heizung,Klimatechnik - Experte"
34293,5330,Ingenieur/in – Klimasystemtechnik,"Aufsichtskräfte - Klempnerei, Sanitär-, Heizungs- und Klimatechnik"
34222,5331,Ofen- und Luftheizungsbauer/in,Ofen- und Luftheizungsbau - Fachkraft
34293,5331,Ofen- und Luftheizungsbauer/in,"Aufsichtskräfte - Klempnerei, Sanitär-, Heizungs- und Klimatechnik"
34301,5332,Straßenreiniger/in,Ver- und Entsorgung (o.S.) - Helfer
34301,5333,Müllmann/Müllfrau,Ver- und Entsorgung (o.S.) - Helfer
34312,5337,Ver- und Entsorger/in - Wasserversorgung,"Wasserversorg.,Abwassertechn.-Fachkraft"
34342,5345,Anlagenmechaniker/in,"Anlagen-,Behälter-,Apparatebau-Fachkraft"
34343,5346,Anlagenbautechniker/in,"Anlage-,Behälter-,Apparatebau-Spezialist"
34344,5346,Anlagenbautechniker/in,"Anlagen-,Behälter-,Apparatebau-Experte"
32102,5350,Hochbauarbeiter/in,Hochbau (o.S.) - Fachkraft
32101,5350,Hochbauarbeiter/in,Hochbau (o.S.) - Helfer
31104,5351,Statiker/in,"Bauplanung, -überwachung (oS) - Experte"
34393,5355,Leiter/in - Anlagenbau,Aufsichtskräfte - Ver- und Entsorgung
34393,5356,Leiter/in - Leitungsbau,Aufsichtskräfte - Ver- und Entsorgung
34393,5357,Leiter/in - Wasserversorgung und -entsorgung,Aufsichtskräfte - Ver- und Entsorgung
34393,5358,Leiter/in - Abfallentsorgung und Städtereinigung,Aufsichtskräfte - Ver- und Entsorgung
32193,5400,Polier/in im Hochbau,Aufsichtskräfte - Hochbau
32162,5401,Gerüstbauer/in,Berufe im Gerüstbau - fachlich ausgerichtete Tätigkeiten
31173,5402,Baukalkulator/in,Berufe in der Bauabrechnung und -kalkulation - komplexe Spezialistentätigkeiten
31174,5402,Baukalkulator/in,Berufe in der Bauabrechnung und -kalkulation - hoch komplexe Tätigkeiten
31142,5403,Bauplaner/in für wasserwirtschaftliche Anlagen,Berufe in der Wasserwirtschaft - fachlich ausgerichtete Tätigkeiten
31143,5403,Bauplaner/in für wasserwirtschaftliche Anlagen,Berufe in der Wasserwirtschaft - komplexe Spezialistentätigkeiten
31144,5403,Bauplaner/in für wasserwirtschaftliche Anlagen,Berufe in der Wasserwirtschaft - hoch komplexe Tätigkeiten
32202,9401,Spezialtiefbauer/in,Berufe im Tiefbau (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten
42293,1759,Leiter/in - Umweltschutztechnik,Aufsichtskräfte - Umweltschutztechnik
43412,1770,ERP-Anwendungsentwickler,Softwareentwicklung - Fachkraft
43413,1770,ERP-Anwendungsentwickler,Softwareentwicklung - Spezialist
43383,1771,IT-Sicherheitstechniker/in,"IT-Netzw,Koord,Admin,Org(ssT)-Spezialist"
43384,1771,IT-Sicherheitstechniker/in,"IT-Netzw.,Koord.,Admin,Orga(ssT)-Experte"
43313,1772,IT-Netzwerktechniker/in,IT-Netzwerktechnik - Spezialist
43314,1772,IT-Netzwerktechniker/in,IT-Netzwerktechnik - Experte
42333,1773,Strahlenschutzbeauftragte/r,Strahlenschutzbeauftragte - Spezialist
42334,1773,Strahlenschutzbeauftragte/r,Strahlenschutzbeauftragte - Experte
42323,1774,"Gewässer-, Abfall- und Immissionsschutzbeauftragte/r","Gewäs.Immissions,Abfallbeauf.-Spezialist"
42324,1774,"Gewässer-, Abfall- und Immissionsschutzbeauftragte/r","Gewäs.Immissions,Abfallbeauf.-Experte"
41104,1788,Mathematiker/in,Mathematik (o.S.) - Experte
41103,1788,Mathematiker/in,Berufe in der Mathematik (ohne Spezialisierung) - komplexe Spezialistentätigkeiten
41293,1789,Biologisch-Technische/r Laborleiter/in,Aufsichtskräfte - Biologie
41294,1789,Biologisch-Technische/r Laborleiter/in,Führung - Biologie
41303,1790,Chemiker/in,Berufe in der Chemie (ohne Spezialisierung) - komplexe Spezialistentätigkeiten
41304,1790,Chemiker/in,Chemie (o.S.) - Experte
41312,1791,Chemikant/in / Pharmakant/in,Berufe in der Chemie- und Pharmatechnik - fachlich ausgerichtete Tätigkeiten
41313,1791,Chemikant/in / Pharmakant/in,Chemie- und Pharmatechnik - Spezialist
41394,1792,Laborleiter/in in der Chemie,Führungskräfte - Chemie
41393,1792,Laborleiter/in in der Chemie,Aufsicht - Chemie
41404,1793,Physiker/in,Berufe in der Physik (ohne Spezialisierung) - hoch komplexe Tätigkeiten
41403,1793,Physiker/in,Physik (o.S.) - Spezialist
41422,1794,Werkstoffprüfer/in,Berufe in der Werkstofftechnik - fachlich ausgerichtete Tätigkeiten
41423,1794,Werkstoffprüfer/in,Werkstofftechnik - Spezialist
41432,1795,Baustoffprüfer/in,Baustoffprüfung - Fachkraft
41433,1795,Baustoffprüfer/in,Baustoffprüfung - Spezialist
41493,1796,"Laborleiter/in - Physik, Werk- und Baustoffprüfung",Aufsicht - Physik
41494,1796,"Laborleiter/in - Physik, Werk- und Baustoffprüfung",Führung - Physik
42112,1797,Geologielaborant/in,Geotechnik - Fachkraft
42113,1797,Geologielaborant/in,Geotechnik - Spezialist
42143,1798,Meteorologe/Meteorologin,Meteorologie - Spezialist
42142,1798,Meteorologe/Meteorologin,Meteorologie - Fachkraft
42144,1798,Meteorologe/Meteorologin,Meteorologie - Experte
42204,1799,Umweltschutzingenieur/in,Umweltschutztechnik (o.S.) - Experte
42203,1799,Umweltschutzingenieur/in,Umweltschutztechnik (o.S.) - Spezialist
41393,1800,Produktionsleiter/in in der Chemie,Aufsicht - Chemie
41394,1800,Produktionsleiter/in in der Chemie,Führung - Chemie
41212,4001,Biologisch-Technische/r Assistent/in,Biologisch-techn. Laboratorium-Fachkraft
41213,4002,Biotechniker/in,Biologisch-techn.Laboratorium-Spezialist
41214,4002,Biotechniker/in,Biologisch-techn.Laboratorium-Experte
41222,4003,Fachkraft für medizinisch-biologische Präparation,Biologische Präparation - Fachkraft
41234,4004,"Biologe/Biologin, Fachgebiet Ökologie",Biologie (Ökologie) - Experte
41244,4005,"Biologe/Biologin, Fachgebiet Botanik",Biologie (Botanik) - Experte
41254,4006,"Biologe/Biologin, Fachgebiet Zoologie",Biologie (Zoologie) - Experte
41264,4007,Mikrobiologe/-biologin,Biologie (Mikrobiologie) - Experte
41274,4008,Humanbiologe/-biologin,Biologie (Humanbiologie) - Experte
41311,4009,Hilfskraft in der Chemieindustrie,Chemie- und Pharmatechnik - Helfer
41314,4012,Ingenieur/in - Chemietechnik,Chemie- und Pharmatechnik - Experte
41322,4013,Chemisch-Technische/r Assistent/in,Chemisch-techn. Laboratorium - Fachkraft
41323,4014,Chemische/r Laboratorium-Spezialist/in,Chemisch-techn.Laboratorium - Spezialist
41324,4014,Chemische/r Laboratorium-Spezialist/in,Chemisch-techn.Laboratorium - Experte
41333,4015,Steuer(er/in) - chemische Verfahrensanlagen,Steuerer chem. Verfahrensanl.-Spezialist
41343,4016,Steuer(er/in) - Erdöl- und Erdgasraffinationsanlagen,"Steuerer Erdöl,Erdgasraf.anl.-Spezialist"
41412,4017,Physikalisch-Technische/r Assistent/in,Physikalisch-tech.Laboratorium-Fachkraft
41413,4018,Physik-Techniker/in,Physikal.-techn. Laboratorium-Spezialist
41414,4019,Physik-Ingenieur/in,Physikalisch-techn. Laboratorium-Experte
41424,4022,Werkstofftechnik-Ingenieur/in,Werkstofftechnik - Experte
41434,4025,Baustoffingenieur/in,Baustoffprüfung - Experte
42114,4028,Geotechnikingenieur/in - Bau,Geotechnik - Experte
42124,4029,Geologe/Geologin,Geologie - Experte
42134,4030,Geograph/in,Geografie - Experte
43113,4035,Betriebsinformatiker/in,Berufe in der Wirtschaftsinformatik - komplexe Spezialistentätigkeiten
43112,4035,Betriebsinformatiker/in,Berufe in der Wirtschaftsinformatik - fachlich ausgerichtete Tätigkeiten
43114,4035,Betriebsinformatiker/in,Berufe in der Wirtschaftsinformatik - hoch komplexe Tätigkeiten
43123,4037,Technische/r Informatiker/in,Technische Informatik - Spezialist
43122,4037,Technische/r Informatiker/in,Technische Informatik - Fachkraft
43124,4037,Technische/r Informatiker/in,Technische Informatik - Experte
43103,4038,Informatiker/in,Informatik (o.S.) - Spezialist
43102,4038,Informatiker/in,Informatik (o.S.) - Fachkraft
43104,4038,Informatiker/in,Informatik (o.S.) - Experte
43134,4040,Bioinformatiker/in,"Bio-, Medizininformatik - Experte"
43134,4041,Medizininformatiker/in,"Bio-, Medizininformatik - Experte"
43144,4042,Geoinformatiker/in,Geoinformatik - Experte
43153,4043,Medieninformatiker/in,Medieninformatik - Spezialist
43152,4043,Medieninformatiker/in,Medieninformatik - Fachkraft
43154,4043,Medieninformatiker/in,Medieninformatik - Experte
43214,4046,IT-Systemanalytiker/in,IT-Systemanalyse - Experte
43223,4047,Techniker/in im IT-Kundensupport,IT-Anwendungsberatung - Spezialist
43224,4048,IT-Berater/in,IT-Anwendungsberatung - Experte
43233,4049,IT-System-Kaufmann/ -frau,IT-Vertrieb - Spezialist
43323,4052,IT-Qualitätssicherer/in,IT-Koordination - Spezialist
43333,4053,EDV Operator/in,IT-Organisation - Spezialist
43343,4054,System-/ Netzwerkadministrator/in,IT-Systemadministation - Spezialist
43353,4055,Datenbankentwickler/in /-administrator/in,"Datenbankentwick.,-administr.-Spezialist"
43363,4056,Webadministrator/in,Webadministration - Spezialist
43414,4061,Softwareentwickler/in,Softwareentwicklung - Experte
43423,4062,Organisationsprogrammierer/in,Programmierung - Spezialist
42114,4100,Geotechnikingenieur/in - Erkundungs- und Rohstoffgeologie,Geotechnik - Experte
41114,4202,Statistiker/in,Statistik - Experte
41184,4203,Biomathematiker/in,Mathematik (s.s.T.) - Experte
41184,4204,Computer-/ Technomathematiker/in,Mathematik (s.s.T.) - Experte
41184,4205,Wirtschaftsmathematiker/in / Aktuar/in,Mathematik (s.s.T.) - Experte
41194,4206,Mathe- und Statistik Abteilungsleiter/in,Führung - Mathematik und Statistik
41284,4210,Molekularbiologe/-biologin,Biologie (s.s.T.) - Experte
41284,4212,Genetiker/in,Biologie (s.s.T.) - Experte
41284,4213,Biochemiker/in,Biologie (s.s.T.) - Experte
41284,4214,Bioniker/in,Biologie (s.s.T.) - Experte
41384,4219,Chemiker/in mit spezifischem Fachgebiet,Chemie (s.s.T.) - Experte
41482,4224,Fachkraft für physikalische Messgeräte und Apparaturen,Physik (s.s.T.) - Fachkraft
41483,4225,Messtechniker/in - Strahlenbelastung und physikalische Größen,Physik (s.s.T.) - Spezialist
41484,4226,Akustiker/in,Physik (s.s.T.) - Experte
41484,4227,Astrophysiker/in,Physik (s.s.T.) - Experte
41484,4228,Biophysiker/in,Physik (s.s.T.) - Experte
41484,4229,Kernphysiker/in,Physik (s.s.T.) - Experte
41484,4230,Medizinphysiker/in,Physik (s.s.T.) - Experte
41484,4231,Wirtschaftsphysiker/in,Physik (s.s.T.) - Experte
42202,4234,Umweltschutztechnische/r Assistent/in,Umweltschutztechnik (o.S.) - Fachkraft
42212,4237,Schornsteinfeger/in,Schornsteinfeger/innen - Fachkraft
42293,4239,Schornsteinfegermeister/in,Aufsicht - Umweltschutztechnik
42312,4240,Betriebsassistent/in - Umweltschutz,"Umweltschutzverwalt.,-beratung-Fachkraft"
42314,4242,Umweltschutzbeauftragte/r,"Umweltschutzverwaltung,-beratung-Experte"
42314,4243,Beamt(er/in) - Umweltverwaltung (höh. techn. Dienst),"Umweltschutzverwaltung,-beratung-Experte"
42324,4246,Störfallbeauftragte/r,"Gewäs.Immissions,Abfallbeauf.-Experte"
42334,4248,Dekontaminateur/in,Strahlenschutzbeauftragte - Experte
42394,4249,Leiter/in – Sachverständigenbüro für Umweltfragen,Führung - Umweltmanagement und -beratung
43194,4250,Leiter/in - Informatik und Informationsmanagement,Führung - Informatik
43294,4251,Leiter/in - IT-Vertrieb und -Anwendungsberatung,"Führung-IT-System,-Anwendung,-Vertrieb"
43394,4252,IT-Projektleiter/in,"Führung-IT-Netzw.,-Koord.,-Admin.,-Orga."
43494,4253,Software-Projektleiter/in,"Führung-Softwareentwickl.,Programmierung"
42313,4254,Energieberater/in,"Umweltschutzverwalt,-beratung-Spezialist"
42313,4255,Abfall- und Umweltberater/in,"Umweltschutzverwalt,-beratung-Spezialist"
42314,4700,Klimaschutzmanager/in,"Umweltschutzverwaltung,-beratung-Experte"
41222,4999,Fachkraft für Präparation in naturkundlichen Museen,Biologische Präparation - Fachkraft
51422,1000,Schalterangestellte/r - Flughafen,Servicefachkräfte im Luftverkehr - fachlich ausgerichtete Tätigkeiten
51422,1001,Steward/Stewardess (Flugzeug),Servicefachkräfte im Luftverkehr - fachlich ausgerichtete Tätigkeiten
51321,1004,Postzusteller/in,Berufe für Post- und Zustelldienste - Helfer-/Anlerntätigkeiten
51322,1004,Postzusteller/in,Berufe für Post- und Zustelldienste - fachlich ausgerichtete Tätigkeiten
51393,1005,Lagerleiter/in,"Aufsichtskräfte - Lagerwirtschaft, Post und Zustellung, Güterumschlag"
51394,1005,Lagerleiter/in,"Führungskräfte - Lagerwirtschaft, Post und Zustellung, Güterumschlag"
51393,1006,Verladeaufseher/in,"Aufsichtskräfte - Lagerwirtschaft, Post und Zustellung, Güterumschlag"
51132,1743,Matrose/Matrosin,Techn. Schiffsverkehrsbetrieb-Fachkraft
51193,1743,Matrose/Matrosin,"Aufsichtskräfte - Technischer Betrieb im Eisenbahn-, Luft- und Schiffsverkehr"
51133,1743,Matrose/Matrosin,Techn. Schiffsverkehrsbetrieb-Spezialist
51134,1743,Matrose/Matrosin,Techn. Schiffsverkehrsbetrieb - Experte
51233,1744,Flugsicherungstechniker/in,Berufe in der Flugsicherungstechnik - komplexe Spezialistentätigkeiten
51234,1744,Flugsicherungstechniker/in,Flugsicherungstechnik - Experte
51242,1745,Wasserstraßenverkehrswart/in,"Wasserstraßen-,Brückenwärter - Fachkraft"
51243,1745,Wasserstraßenverkehrswart/in,"Wasserstraßen-, Brückenwärter-Spezialist"
51503,1746,Betriebs- und Verkehrstechniker/in,Überwach. Verkehrsbetrieb(oS)-Spezialist
51504,1746,Betriebs- und Verkehrstechniker/in,Überwach. Verkehrsbetrieb (oS) - Experte
51513,1746,Betriebs- und Verkehrstechniker/in,Überwach. Straßenverkehrsbetr-Spezialist
51523,1746,Betriebs- und Verkehrstechniker/in,Überwach.Eisenbahnverkehrsbet-Spezialist
51653,1760,Klarierungsagent/in,Schifffahrtskaufleute - komplexe Spezialistentätigkeiten
53152,1761,Detektiv/in (Einzelhandel),Detektive/Detektivinnen - fachlich ausgerichtete Tätigkeiten
53184,1762,Fahrprüfer/in,"Berufe in Objekt-, Personen-, Brandschutz, Arbeitssicherheit (sonstige spezifische Tätigkeitsangabe) - hoch komplexe Tätigkeiten"
53193,1763,Aufsichtsleiter/in - Badeaufsicht,"Aufsichtskräfte - Objekt-, Personen-, Brandschutz, Arbeitssicherheit"
54152,1764,"Fahrzeugpfleger/in (Schiffe, Flugzeuge, Züge)",Berufe in der Fahrzeugreinigung - fachlich ausgerichtete Tätigkeiten
51311,5001,Lagerarbeiter/in,Lagerwirtschaft -Helfer
51312,5001,Lagerarbeiter/in,Berufe in der Lagerwirtschaft - fachlich ausgerichtete Tätigkeiten
51312,5002,Fachkraft - Lagerlogistik,Berufe in der Lagerwirtschaft - fachlich ausgerichtete Tätigkeiten
51332,5005,Fachkraft - Hafenlogistik,Güter-und Warenumschlag-Fachkraft
51512,5010,Fahrbetriebsregler/in (Straßenverkehr),Überwach. Straßenverkehrsbetr.-Fachkraft
51593,5010,Fahrbetriebsregler/in (Straßenverkehr),Aufsichtskräfte - Überwachung und Steuerung des Verkehrsbetriebs
51594,5010,Fahrbetriebsregler/in (Straßenverkehr),Führungskräfte - Überwachung und Steuerung des Verkehrsbetriebs
51522,5011,Eisenbahnbetriebsregler/in,Überwach.Eisenbahnverkehrsbetr-Fachkraft
51593,5011,Eisenbahnbetriebsregler/in,Aufsichtskräfte - Überwachung und Steuerung des Verkehrsbetriebs
51594,5011,Eisenbahnbetriebsregler/in,Führungskräfte - Überwachung und Steuerung des Verkehrsbetriebs
51311,5012,Hafenarbeiter/in,Lagerwirtschaft -Helfer
51311,5013,Abpackmaschinenbediener/in,Lagerwirtschaft -Helfer
51532,5014,Ramp-Agent,Überwachung Luftverkehrsbetr.-Fachkraft
51593,5014,Ramp-Agent,Aufsichtskräfte - Überwachung und Steuerung des Verkehrsbetriebs
51594,5014,Ramp-Agent,Führungskräfte - Überwachung und Steuerung des Verkehrsbetriebs
51533,5015,Fluglotse/in,Überwachung Luftverkehrsbetr.-Spezialist
51593,5015,Fluglotse/in,Aufsichtskräfte - Überwachung und Steuerung des Verkehrsbetriebs
51594,5015,Fluglotse/in,Führungskräfte - Überwachung und Steuerung des Verkehrsbetriebs
